ID,Tweet,emo
353,RT @TCTNE: Less than a week to go till @MusicFestTCT over at @thecustomshouse!! Grab a ticket whilst they're still only £10!! #countdown #e…,exciting_2
354,Had a great time on set yesterday! Here is me and my faux family from the shoot. #acting #filmmaking #onset #excited https://t.co/uQI6vx5NGY,exciting_2
355,RT @SuperValuIRL: Tune in tomorrow as we'll be live streaming with our #FoodKarma ambassadors. You won't want to miss it! #Excited https://…,exciting_2
356,my Twitter accound was BLOCKED AGAIN! Can someone explain WHY?? #angry #frustrated,anger_2
357,I'm guessing that #Sitecore Habitat is cool. Been trying for 3 days to get it installed. Still no luck. #frustrated,disgust_frustration
358,RT @PLLTVSeries: Demi Lovato (@ddlovato) has a message! We're #Confident you don't want to miss her song in the new #Stitchers promo. https…,confidence_impress
359,I'm done. I'm done finding out this way. I see how low I rank. Finding out from others is not a good way to find something out #disappointed,disappoint_2
360,@WWE just ordered my tickets for the #Wrestlemaniarevengetour this tuesday at the @McrArena #cantwait #excited,exciting_2
361,"Me time, on a beautiful day! 🌸 #walk #flowers #nature #beautiful #happy #love https://t.co/cqefm2QXx4",joy_2
362,Retweeted Vickie R. WmsCullins (@OPNdoorcom):  Disappointed  https://t.co/iUGme8rISv #disappointed #growth... https://t.co/bLtHWj8SdP,disappoint_2
363,"@holly_cerys_ it was metaphorical holly, of all people i thought you would know #disappointed 😒✌🏼️",disappoint_2
364,Levi's 550 Relaxed Fit Tapered Leg Womens Sz 18W M Blue Denim (Measure 36x31) #Levis #Relaxed https://t.co/17gfQskDqb,peace_relax
365,@SalvaCam21 @LisaVanderpump totally not buying it. Eileen seemed so #desperate. LisaV apologized and still she kept nitpicking #rhobh.,sadness_depression
366,Ecuador hikes taxes as deadly quake compounds economic pain: https://t.co/5hcwQGZOjN #Impressive https://t.co/ogdxMP0WFK,confidence_impress
367,Listened to @DHarris_45 on the @DrivewithJack radio show-- when his NFL career is over he is taking someone's job. #Impressive. #Spartans,confidence_impress
368,󾓯Caught in the joy ... Of doing what I love  Where I love  With whom I love .  ❤️󾆶🏿󾁀󾀸󾇆󾀊☯🌞 #happy #Hawaii #love... https://t.co/W5oxoJof1b,joy_2
369,Just imagine the staggering amount of beer that has been drunk tonight - and the amount that is about to go the same way #impressive #BSCBVB,confidence_impress
370,Accommodation booked for housemates wedding in the summer! Just need to lose some weight and find a pretty dress now... 😍 #excited #wedding,exciting_2
371,RT @AyrshireGolfSCO: Are words needed? #excited https://t.co/sBjXYGZC7G,exciting_2
372,"#Angry Birds mojis come to #Skype on #Windows, #Mac, #Android, #iOS, and #Web https://t.co/cuIplsjR8o https://t.co/SLCNBXgbEk",anger_2
373,"Bedrooms almost finished, wallpaper shopping with sis tomorrow #excited",exciting_2
374,Finally together again! #happy #home https://t.co/tuMgr72Lpq,joy_2
375,Just your average Tuesday at work. #ballroom #ballroomballoon #BallroomBuffoonWithBalloons #joy… https://t.co/i8Pqy5jsp9,joy_2
376,New #yankeecandle #fragrance 😄😍#love #life #home #new #happy #blogger yankeecandle_italia https://t.co/oV8TMVu5SQ,joy_2
377,Road trip to home! ❤ #roadtrip #excited #miss #closer #home #turkey #muğla #np #coldplay… https://t.co/6yrVjDzWTi,exciting_2
378,#MOOD | #Happy #Sunday | ALL SMILES🤗 https://t.co/Q0lkh9IHrK,joy_2
379,"RT @digiFfotoramblr: Sunday morning, the #coffee on. Wish everyone a #peaceful &amp. relaxing day. Image thx @RMAC2016 #sunrise https://t.co/Ed…",peace_relax
380,12 ways to feel more #confident at #work each day https://t.co/UmShePU49I,confidence_impress
381,♪Ｗａｌｋｉｎｇ　ｏｎ　ｔｈｅ　ｓｋｙｌｉｎｅ - YUKI #yuki #ｊｏｙ #inthemood #nowplaying,joy_2
382,"Couldn't watch the entire thing, the first few minutes almost made me throw up. #SriLanka #WhatTheEff #disgusted  https://t.co/RXfvhBNVlb",disgust_frustration
383,"RT @macklemore: I'll never forget getting superrr high with hella people, turning on the TV and watching Columbine coverage live on CNN.  #…",sadness_depression
384,I'll be sharing a few photos tomorrow and then there's also my interview with Cassie as well as my recap of the whole event. #excited,exciting_2
385,"Officially start my #FirstBusiness today! #Excited is an understatement! When I say I'm about to hit the ground running with it, #WatchMe.",exciting_2
386,#Obsessed with how #happy #EvryJames is to have his movies back #Rio https://t.co/7D0gEfQfcy,joy_2
387,"@DonnaForValues @MSNBC omg. Donna, I didn't believe ppl like you really existed. #sad #biggoted #simpleminded",sadness_depression
388,RT @sunlitwindow: One of my favorite places to go when I have time off: The ocean. The beach. Shops. #Love #Relax #Vibrant #Peaceful https:…,peace_relax
389,Function of the arachnoid membrane #impressive https://t.co/Yi0vriM212,confidence_impress
390,"“I’m too tired, #depressed, I have #anxiety, I don’t feel like myself.” Chances are your thyroid needs to be checked https://t.co/HhoPsswTOJ",sadness_depression
391,RT @ClareGorman4: Looking forward to this conference Friday!! @IrishTheatreRes @ISTR2016  @waterfordit #excited #loveirishresearch https://…,exciting_2
392,I met new friends today! Hehe 😀#happy,joy_2
393,@AfterEndFlip @thegamechasers @ShadyJay1908 @GamingHistorian @Billythechode Oil up and cry with me...#sad,sadness_depression
394,I don't stress over nobody I have five kids to worry about.... #peaceful....I can't be put in my feelings I'm too... https://t.co/BPhlS4EDLj,peace_relax
395,@KatyMarketFresh @Beachcomberldn it's all about that Tiki Life 🌴🌴 #excited,exciting_2
396,RT @Lizbethfeelings: Palm stree stops think about it #peaceful https://t.co/ArMuas9g3O,peace_relax
397,Mirror wall for a relaxing break 💆🏻💤💙💧 @leroyalmonceau myblend #spa #wellness #peaceful… https://t.co/PREiOebaN9,peace_relax
398,RT @Simonna: Sometimes you have to be a bitch to get things done. - @Madonna 🐉💚 #confident #snapchat #follow #snapcode https://t.co/FQr2jh9…,confidence_impress
399,#prince gone is a musical genius but the memories will last forever. Been listening all week. #sad https://t.co/JnIB0nMJAR,sadness_depression
400,Pre-gala pic in front of the bay #souschefdavid #happy #dressedup #❤️ @ Anna Maria Island https://t.co/i9eHEzkGEn,joy_2
401,@chunkymark @EtonOldBoys : @scrabbmp @DWP I'm #Disgusted @David_Cameron's #BigSociety ? @Conservatives Ar*seholes ! https://t.co/3AekZ41Aps,disgust_frustration
402,RT @sbuenodelatorre: Are you ready to Feel Beautiful and #Confident? The journey continues! Join us at no cost &gt.&gt. https://t.co/I1Ial30Hr2 h…,confidence_impress
403,@itn I thought ITN was better than that #disappointed,disappoint_2
404,Among the beautiful tributes outside Prince's home. #peaceful 💜💜💜 @ Paisley Park https://t.co/aW2THcZaCl,peace_relax
405,"What if it was your mother, sister, daughter or any female relative who got raped? Would you be happy if someone joked about it? #angry",anger_2
406,RT @maryhern338: When people don't realize that Ginny is an amazing actress and deserves her place. #sad #whatalamefandom to read people sa…,sadness_depression
407,"Enjoy Your Saturday 😊,""
25101,""@Slate what's sad is how you idiots have wasted $100M+ on a NEGATIVE, NASTY &amp. Misleading ""SMEAR CAMPAIGN"", BUT TRUMP WENT UP NOT DOWN #Sad",sadness_depression
408,Shine through the busy thoughts!  #Healing #joy #folllowme #love #soul #Spirituality #SpiritMindBody https://t.co/HMOuEzwRi2,joy_2
409,No more graduation dinner for this batch #sad #sad #sad,sadness_depression
410,"Ranterlude 4: I’m Having #Success, Why Am I So #Depressed? - #Business of #Art #create #podcast #radio #depression https://t.co/yPlUmNSGO9",sadness_depression
411,@cal_dehaan that block just earned you a beer with the crew!!! #thatshowweroll #carplad #impressed #dumberthanIthought,confidence_impress
412,Stefan Sagmeister's Quest To Design His Own Happiness https://t.co/IELbjVIrTx #design #happy https://t.co/8p1MqN1wp7,joy_2
413,Our senior quote is actually interesting! #impressed,confidence_impress
414,RT @magrogers21: i like writing for magazines and that is no secret lol #coffee #relaxed #chilling .) :),peace_relax
415,"Because my professional reputation is irrelevant, right? #workplace #frustrated",disgust_frustration
416,We love weekends.  #cat #relaxing #relaxed #relaxation #sunday #weekend #catsofinstagram https://t.co/7GQGBM4SVd,peace_relax
417,I'm working during this R-I-P 💀 #Excited  https://t.co/Pd0XVhadUu,exciting_2
418,"I couldn't manage 5 miles of the marathon, let alone 26 with this on my back. 😳 #impressive https://t.co/jhnMZdrEhy",confidence_impress
419,Did #PaulSimon give #BernieSanders the rights to the song #America for a commercial?   Truly #disappointing #ImWithHer @HillaryClinton,disappoint_2
420,RT @CheragBambboat: lucky to be on time for my shoot thankgod #scarey#due to bad service a #sad incident#jet airways# now lovely shoot http…,sadness_depression
421,1 more sleep till the #MayfieldGardensLaunch  We'll see you all in the morning!! #Excited https://t.co/87F71K3dXA https://t.co/Us8iIiEoTp,exciting_2
422,I can almost pretend it's swimming time.#tweetsfromthepond #quiet #peaceful #lifeonthecompound @… https://t.co/6G61AemZXp,peace_relax
423,#Happy Earth Day! https://t.co/usbpI32hdL,joy_2
424,@eleanor_hands loving those pictures for #takeapicturetuesdays. Take £10 @ServeLegal #ImpressEd,confidence_impress
425,Scored every goal due to penalties... Great. #disappointed,disappoint_2
426,I'm Muslim &amp. I'm not any terrorist...  #NoTerrorism #Peaceful #Islam #IamMuslim https://t.co/n4bc3jkJi2,peace_relax
427,New video tonight guys ranz and niana woot woot #Excited 😉@ranzkyle @nianaguerrero https://t.co/9Vi1TUDcOB,exciting_2
428,RT @ddlovato: Love you girl!!! I'm so proud of y'all!! 😝😝😝😝 @dinahjane97 #CONFIDENT,confidence_impress
429,#relax #peaceful Sounds of the sea waves is all I need now.🌊🌊 https://t.co/9kQ9mgqMCn,peace_relax
430,Back in the home land ❤️🍁 #ByeBoston #NotSnowing #Impressive https://t.co/RB9yEmmpAV,confidence_impress
431,#excited @CCSD_Trustees to be at the New Teacher Symposium.. @southpointlv Thanks to All @ClarkCountySch https://t.co/FsEvUmK4Ri,exciting_2
432,RT @TGITE4: The gallery crew are hard at work preparing everything. So #excited for tomorrow's #live show! https://t.co/2EyXdplC6z,exciting_2
433,@Paragon your matchmaking is just a mess... 5man premade diamond players vs first time random players #disappointing #paragon #matchmaking,disappoint_2
434,📷 fyesclexa: #angry wifey walk of doom https://t.co/pLC7tfOBHf,anger_2
435,Dam and Hostel booked for the first part of the Europe! #excited,exciting_2
436,Great #ChineseGP today but @JensonButton busy when shouting and waving Union Jack like crazy. #disappointed https://t.co/k9DpMWAVJD,disappoint_2
437,@porterjohnson33 @faithiejohnson this confrontation was far less exciting than I hoped it would be #disappointed #gladyouguysworkeditouttho,disappoint_2
438,Make use of #Detractors as low as possible !!  How to sound more #confident in #conversations https://t.co/eUE05xWbce via @lifemotto,confidence_impress
439,We understand why they were the winners! #impressive #NDday  https://t.co/rDZDVOe9aN,confidence_impress
440,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
441,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump... https://t.co/Ape0QJuTr4,anger_2
442,RT @maliaobama62: Angry Babe Blasts Boyfriend For Not Buying Her Fuel… https://t.co/EFDSEEQB88 #Nigeria_News #Angry #Babe #Blasts https://t…,anger_2
443,#gifting #smiles #joy #tabletop #knicknack #drawer with #hearthandles  #gift #Mother'sDay https://t.co/NmTc83L8Ua https://t.co/6ZHfSHsxNO,joy_2
444,#Happy Birthday #BabyBoy  #20 #1ProudMom #Curls  #KleenexWeek #Rewind  #BlinkOfAnEye #BitterSweet https://t.co/xZlq10d767,joy_2
445,Revitalize yourself @Labambadeareco ! #relax #peaceful #refresh #happiness #mondaymotivation https://t.co/eBcw7urMZn,peace_relax
446,I have so much #love #joy and #peace in my #heart👏,joy_2
447,.@JessicaLStroup  is gonna be back on my tv! #excited  https://t.co/85NL2J38go,exciting_2
448,This is belgium #belgium #belgique #sun #landscape #river #nature #feelgood #quiet #peaceful #peace #travel #instap… https://t.co/VEOLSofIEc,peace_relax
449,luca_rey_photography  #playatamarindo #model #photography #costarica #peaceful #paradise #puravida  thank you wit… https://t.co/tZWBohV9ZY,peace_relax
450,Seeing @CdeBOfficial tonight. Very much excited!! #excited #happy #SouthAfrica https://t.co/XwQA6jlj3X,exciting_2
451,RT @DIL_vali_KUDI: We are eagerly waiting for  @KapilSharmaK9 &amp. his K9 Team #TheKapilSharmaShow #Excited #23apr  #HugeSucess #JabraFanS #De…,exciting_2
452,Trying and editing new single sideq saleh  #studiorecording #studio #music #peaceful #mylife… https://t.co/zxFs2MV0x7,peace_relax
453,Fine. Line. #choreography #thirdyear #mdxdance #RAFdancing #proud #relieved #happy @ The Royal… https://t.co/BOT3c0VbGx,joy_2
454,RT @Anythingbatch: It Wowed fans 😊 its the 1st of the @drstrange trailers &amp. only the start of the journey they're taking us on #excited htt…,exciting_2
455,Can't explain my issues with my Internet provider in less than five tweets. #angry #therewouldbeswearing #notworthit #rantsomewhereelse,anger_2
456,10 Hot Vendors That Made Gartner's Cool Marketing Analytics List | https://t.co/o0D0fbysbj  #Angry,anger_2
457,"RT @ArianaGrande: had to hit up @ddlovato last night and text her a bunch of “ yaaaas""""es &amp. """"werrrrrk""""s because of these vocals on #confiden…",confidence_impress
458,RT @CGMOfficial_FC: #Love ur each #Style😎 #Uff💘 #Damn #Hott #Love this  #Angry #Jallu 😻 #Sexy look😍 @RajjatTokas @RajatTokasEdits https://t…,anger_2
459,All things that have been important to me after quitting my job and creating new businesses #Entrepreneur #happy  https://t.co/udsglRzPh8,joy_2
460,"#GuestComment: #Peaceful, #beautifully kept &amp. wonderfully welcoming. https://t.co/nFt0HRDZDw  #Bristol #Stay #UK https://t.co/2KnBOeFIqJ",peace_relax
461,Got my hands on a ambien  going to sleep so damn good tonight 💊 #peaceful the countdown begins 😇 shout out to da 🔌,peace_relax
462,@BernieSanders the deceiver  The crowd is much due to it being the park's annual Earth Day celebration. #desperate,sadness_depression
463,I'm bill. • • • • #letmedie #sadquotes #depressed  #depressionquotes #grungequotes #sadquotepage #suicidal #killmen… https://t.co/yJm846KfRA,sadness_depression
464,RT @IamBrianWee: #RememberingSiglap Something coming up around October that gets me so excited! All Siglapians and Alumni watch out for mor…,exciting_2
465,"Damn Shara, back at it again with the Studio Ghibli movies. I'm watching Kaguya-hime no Monogatari rn #excited",exciting_2
466,#goodmorning #wakeup #chill #lovingme #beautiful #blessings #blacklove #happy #weekend#Sunday https://t.co/DWF4k7ST9X,joy_2
467,Obsessed with party pictures. Sorry🙈 #sad #depressed #anxiety #lonely #grunge #dark #afraid #dying #tired #fine #su… https://t.co/G9uLN8TOHj,sadness_depression
468,That time of day when you've a fab family weekend #Pwllheli but you know it's time to go home #wanttostay #Relaxed https://t.co/wxGHUbzFnK,peace_relax
469,"@ChesterFC. Still no shirt, still no response to phone calls or emails. #appallingcustomerservice #badservice #disappointed #ChesterFC",disappoint_2
470,RT @iamsonalibendre: Summer time bloom!!! Beautiful morning.....#fullbloom #balconyview #color #joy #peaceful… https://t.co/WTSSPydSoJ,peace_relax
471,1923 Manhattan EV Charging Station Map (#Impressive) https://t.co/BghhKOpDl8 https://t.co/09alCFv3Mr,confidence_impress
472,Just bored! #instasession #instavideo #snapchat #f4f #l4l #angry #rabbit #instaguy #instaboy… https://t.co/PLqQe805EJ,anger_2
473,"RT EducationalPics: """"You never know how strong you are until being strong is your only choice."""" ~ Bob Marley https://t.co/dyj2Cdbfth #sad …",sadness_depression
474,@queen_ursula_uk @chelsea_edwards Thank you! x 💙💜 #excited,exciting_2
475,@RonnyPantyBoy @Swans_puck @Scouseslut01 @CagedSlaveP @submiseric I would bloody love to #frustrated #inchastity #denial #mistress,disgust_frustration
476,@mycabinfever @TheTitanTopper I was there Steve and you didn't even say hi #disappointing,disappoint_2
477,Mundo Cerrado...!!! Heridas Abiertas..        #Sad :( Evening_beatiful_people,sadness_depression
478,Absolutely gutted a @windows10builds @MicrosoftHelps @Microsoft @Windows update has killed my @HP laptop #fuming #angry #bloodywindowsupdate,anger_2
479,@wearescientists Helter Zeltzer pre ordered for tomorrow #excited,exciting_2
480,Making up rumours and trying to ruin a relationship to feel better about yourself is about as low as you can get #angry #townbicycle,anger_2
481,"Seriously, if it's not one thing it's another.. #frustrated #irritated",disgust_frustration
482,I believe that books always take you another world.  #peaceful #books #erasmusitaly #erasmuslife #vscoitaly #vscoca… https://t.co/MgFq13cjzK,peace_relax
483,RT @DanielButlerFG: What kind of mindset do people who boldly park in disabled parking spots have!? Is there even a point in challenging it…,anger_2
484,#brunch time after morning #yoga. #healthy #happy https://t.co/rb8idDxUvD,joy_2
485,Listening to the sound of waves. #Peaceful #JustBreathe,peace_relax
486,"i'm okay. i'm not happy but i'm not at a point where you should be concerned either. i'm just fine!,""
22357,I promise Rain is the original sound of music! It's so melodic and calming~ #peaceful,peace_relax
13776,RT @WellFestIrl: Only 5 months until more Yoga at WellFest 2016.... #yoga #namaste #excited https://t.co/u7ENi7ZuVY,exciting_2
3398,RT @SapphireOnFire: 100% natural (90%)! #teamnatural #loveyourself happy with my curves &amp. wrinkles! Be #confident &amp. #proud to be a WOMAN ht…,confidence_impress
1544,RT @nortoneducation: .@AndreaBrandtPhD (https://t.co/iUZkbZz3zF) in @PsychToday on why it's never good to #vote #angry https://t.co/guNcGjh…,anger_2
21532,Peaceful #relaxing #relax #peaceful #perfectloop (Vine by 9/11 did Bush) https://t.co/vdHW1reFAK,peace_relax
16856,Snapchat: G.teddybear  Lets have some fun 😜 #snapchat #teddybear #fun #weekend #happy #goodtimes #gay #fitgay #fitm… https://t.co/SY5upsgLrL,joy_2
20796,Small 6x6 oil. #art #oils #dreamscapes #peaceful #meditations #original @WesternAveArts https://t.co/7L4k7ieIvt,peace_relax
12236,RT @curricula_co: @VirginTrains Lounge #London customers access @curricula_co facilities and services #excited ultimate #experience https:/…,exciting_2
17111,Cuteeee people!  #bf #gf #happy #couple https://t.co/OOkiMrGOoh https://t.co/JMEVjBsVuA,joy_2
19320,https://t.co/rO54SxSU3s - brickgrapher - Are you readyyyyy!!! (Digital concert)  #lego #legos #happy #concert #ipa… https://t.co/sDJgspuFK3,joy_2
28105,I'll pay someone in beer if they come clean and do my laundry tonight #desperate,sadness_depression
14590,""Come on @piersmorgan, what surprises are you going to come out with today?! #AWEurope #excited #media",exciting_2
487,Just watched a pre-season match in April #sad,sadness_depression
488,Wishing you a #peaceful #SundayMorning https://t.co/5rPzHeiXPW,peace_relax
489,#Happy Complete results from Sprint Cup Happy Hour at Bristol Motor Speedway: The Joe Gibbs Racing show contin... https://t.co/I5pf7dmW1i,joy_2
490,How do you have a bad hair day when you got your hair done the day before. #frustrated,disgust_frustration
491,RT @joahlove: RT @thebabyspotca: 6 Tips To Help You Feel More #Confident About Raising #Healthy #Kids https://t.co/1pQZoN4gYl … @AnitaGinsb…,confidence_impress
492,So tomorrow I'm going to @britishlibrary  for Shakespeare in Ten Acts (that's a lot of acts) exhibition #excited https://t.co/Eq8KyGvbPk,exciting_2
493,#Joy Joy for David Oliver Joyce as another Irish boxer qualifies for the Rio Olympics: Joy for David Oliver Jo... https://t.co/uj7QDR6ikJ,joy_2
494,It's a shame at 55 yrs I'm looking for another country to move to. #sad #angry #individualfreedom #liberty,anger_2
495,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
496,@lord_farquadd I like how u have this meme up already. #impressed,confidence_impress
497,Looking forward to the launch of the new @AllSortsofPA website this weekend! #excited #webdesign #dance https://t.co/FrHDcBvkzP,exciting_2
498,@MarciKWalton That's 17 a day if you don't count weekends! #impressive,confidence_impress
499,#Dickies Indigo Fit Relaxed #Relaxed #Indigo #Fit @Dickies https://t.co/8lu2wkok1t https://t.co/ieB68sH8b6,peace_relax
500,"""Hehehe I've got you now, my pretty!!!"" -My brain the last two days  #WitchStatus #ImAWeirdGF #Happy",joy_2
501,RT @RunawayHelpline: You may feel like you need to run away if you're feeling #angry or out of control https://t.co/S69Ar8bWrY #116000 http…,anger_2
502,Relax al 100% #happy #pet #dog #relaxed https://t.co/mIzvMfEYAq,peace_relax
503,RT @ddlovato: LOVATICS ARE YOU READY?!?! #CONFIDENT VIDEO PREMIERE TOMORROWWWW!!! http://t.co/KwOryUceRi http://t.co/L8wjfvjPGq,confidence_impress
504,Thanks for giving us 5 stars! #review #happy #customers https://t.co/V90dGEgV4O https://t.co/QsO4EW2QUi,joy_2
505,@NickGoodall_ Didnt mention 'microskills' though #Disappointing,disappoint_2
506,RT @bbastiaensen: Ready for An integrating drama in Education class. #excited. #etwinbene https://t.co/FOZ29NBBeH,exciting_2
507,my humor is HELLA dramatic. 99% of the I'm playing 😂😂😂 #tears #angry #horrified all bullshit 😂😂😂,anger_2
508,Can not wait to try this out! #makeupaddict #makeup #happy #shopping https://t.co/qOmSzGyqIR,joy_2
509,Potential online dating profile: American redhead seeks anyone who loves to cuddle and put up with tons of emotional baggage. #desperate,sadness_depression
510,RT @NickyPercival: Sleeping like the dead #peaceful #puppies #spanishwaterdog @ Speldhurst https://t.co/PtKxymeFEf,peace_relax
511,RT @ddlovato: #CONFIDENT OUT NOW!!!   Download: https://t.co/KwOryUceRi  Streaming: https://t.co/VKz2i7cLQ1 https://t.co/pTUFZb15e5,confidence_impress
512,@SavageNation Disgraceful presser w/Merkel. Propping her up 2 sell agenda. Meddling in UK. #disgusted,disgust_frustration
513,"@vodkaangel22 'Up To You, Porky' is already next me bed for bedtime reading #hilarious #sad",sadness_depression
514,IT FINALLY ARRIVED!!! It's been 2 weeks for my @shapeways box to come in! #3dprinted #jewelry #excited https://t.co/ez0Rkcodiw,exciting_2
515,Record store dayyyy ! #excited,exciting_2
516,"Lord , help Me to Honor You in Everything I Do   (•ө•)♡ #photodujour #fine #happy #thankstogod… https://t.co/AzXGTLvAMY",joy_2
517,RT @ExeterLibrary: @librarycafeEX setting up coffee and cake for the @TEDxExeter today #excited https://t.co/5dRAXL1jaH,exciting_2
518,"Go for a #run, and come back more #relaxed and #smarter! https://t.co/Is8pnaGoaz",peace_relax
519,@BTCare as i expected ive got nowhere fast trying to raise a complaint #nocustomerservice #frustrated #angry,anger_2
520,"RT @MyLovelyThinspo: This makes me so angry. You don't """"try being anorexic"""". Every ED is a serious mental illness.  #quote #angry #ED https…",anger_2
521,I am #Disappointed #Starbucks #protein #bistrobox is fucking #trash. #fitnation #fitfamily… https://t.co/EYoa6pHaeU,disappoint_2
522,Gotta take a different route...and its a lil harder but I'll reach da end... #frustrated,disgust_frustration
523,Last  night #trunkshow #event went well! Always #happy to see #happycustomers ! #cool #Store… https://t.co/IvWs143cri,joy_2
524,Ben almost locked Steven out of their room. #angry #drunk #vindictive #podcast https://t.co/oqCr3DoxCa,anger_2
525,@ThomsonHolidays disappointed with today. Attempted to book a 12K holiday only to be told only 1 of the room type needed free. #disappointed,disappoint_2
526,I'm going to buy the Harry Potter expo tickets when I'm home 😊 #excited,exciting_2
527,The proof copy is in. Book 3 is enormous! #amediting #excited https://t.co/q0B5E6lpmC,exciting_2
528,Y isn't @StarbucksCanada offering free coffee if you bring in your own reusable mug this earth day? #disappointed #EarthDay2016 @LizTrenton,disappoint_2
529,RT @iicogh4u: We cannot wait! Looking forward to EP 7 @TheInsApp - well done on a great series and to all involved! #Excited https://t.co/Q…,exciting_2
530,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
531,Guess who?  #peaceful #park #friends # picnic #centralpark #ny #warm #memory #sunnyday #공원… https://t.co/9yTULdf5ch https://t.co/1Xs55Nc33a,peace_relax
532,"@katyhuff aww man, I expect more of plagiarists. If you're gonna do it, do it right #disappointed",disappoint_2
533,RT @juliedecout: @ABCNetwork thanks for ruining a beautiful story which was supposed to end on a happy note! #castle #angry #sad #NoStanaNo…,anger_2
534,I don't know when last Zayaan actually told me a story because she's been telling Fatima instead of me for the past month. #neglected #sad,sadness_depression
535,Elvia and Lee sexy gets out her really impressive boobs: #Elvia and Lee  #sexy #gets #boobs  #really #impressive https://t.co/q0Y234A6j9,confidence_impress
536,Drinks at Soho House then the Comedy Cellar #excited #nyc,exciting_2
537,#carving #Angry bull up: You will dominate your bull and you will direct it whatever you want it to do. When you https://t.co/KU5m7xVwPO,anger_2
538,This is how #angry I am from last night's #Democratic / #Republican #NY #NYC primary:  I am angry like the loud/old Wheelock fire alarm!,anger_2
539,Vegas trip has just been booked for my bday in July. #excited #VegasBaby 🎉🌞🍹,exciting_2
540,RT @NOWFASHION: Something to look forward to! @victoriabeckham collaborates with @EsteeLauder on a new #makeup collection. #excited https:/…,exciting_2
541,"Huating #temple in the Western Hills of Yunnan #peaceful #buddhism #云南 #昆明 #中国 @ Kunming, Yunnan https://t.co/njrkCHXNVS",peace_relax
542,@Moto_Support still repent the day when I chose Moto over Samsung... #disappointing  #iHateMoto # Mototrap,disappoint_2
543,"@Aptude,  #SAUPO #excited to attend Aptude Power BI Demo",exciting_2
544,"#Wine from around the world, we get #excited about the #Diversity and showing people there is a larger world then they'd think. 8]",exciting_2
545,Worst customer service @snapdeal. Calling 5th time to customer care &amp. still no attempt at pickup of damaged product. #disappointed,disappoint_2
546,How any person could treat an animal like this is beyond me ! Disgusting 😡😡 #angry https://t.co/ImVYT9COuh,anger_2
547,RT @KBSWorldTV: Is that true that the last episode of Descendants of the sun will be on air tonight? #Sad #SongHyekyo #KangMoyeon https://t…,sadness_depression
548,RT UnreveaISecrets: https://t.co/g70FuTsjQ7 #sad #Motivation,sadness_depression
549,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
550,@ddlovato @BBMAs DEMI  @billboard WE WANT DEMI LOVATO PERFOM? #CONFIDENT  PLEASE @IslandRecords @charliewalk @Philymack @HollywoodRecs,confidence_impress
551,RT @gimzhauskas: The final day in #Shenzhen #China. I'm about to visit #CEChina. #excited https://t.co/LUWoWt6KmR,exciting_2
552,Fred #funny #joy #happiness #joke #laugh #family #fun #silly #child #children #amazing #toys #toy #lol #usa  https://t.co/4CPiPRBpkM,joy_2
553,The #HolySpirit has wonderful things He wants everyone to know and be #confident in! @LifesRev  https://t.co/NnaiL8xEL6,confidence_impress
554,Support Local!!!!!! #mlittle801 #breezeslc #fitness #nofilter #happy #nice #all_shots #instapic… https://t.co/O7Rjp7Z1ke,joy_2
555,RT @sandukankanack: 5 years ago i chose to kill #peaceful protesters and then .... https://t.co/3CagZXpe3B,peace_relax
556,RT @RobbieMaddison: Off to the Alpine in Canada to find out what it's like to ride on snow thanks to @yetisnowmx #excited #newideas https:/…,exciting_2
557,@michaelstrahan probably blindsided kelly the way you did all the women in your failed relationships.. #selfish #disappointed,disappoint_2
558,Someday.. . . . #grunge #palegrunge #pastelgrunge #grammerph #depressed #depression #anxiety #vsco #vscogrambr #vsc… https://t.co/GLAKPZaiLL,sadness_depression
559,Guess the #Flyers fans lived up to the stereotype that the rest of the nation has about Philly fans last night: #obnoxious!! #disappointing,disappoint_2
560,RT @25or6tofour: 'Lost In Tranquility' https://t.co/XOMGbYpH6N #tranquility  #waterfront #peaceful #sailboats https://t.co/Rex8kHMo3g https…,peace_relax
561,@araxxbella must read ba to?? #desperate,sadness_depression
562,Downloading @B_RedHKN Blessing was a waste of data... Singing like a nusery one kid.. #Disappointed mtchew,disappoint_2
563,"Serving Cake For The Boyz, Who Wants A Taste!   What's Wrong With Being Confident!   #CONFIDENT https://t.co/cAHLIul9wu",confidence_impress
564,marebear_2017 / Another Daytona weekend 😻 very happy I got to spend it with the best again #happy #smile #taken #mc… https://t.co/Lqzth78JSB,joy_2
565,#Happy #HumpDay #Half way there :) https://t.co/uICMFVBoDj,joy_2
566,"Be #successful, balanced, #confident, and #fierce in and out of your #heels.  #ericajackson #class #style #model https://t.co/Y8IQZG9wmE",confidence_impress
